,grid_cell,event,fulldate,cov_all,killing,box_duration,exp_duration
1091,329,3,2017-09-01,0.0,0.9,210,30
1092,330,1,2014-09-01,0.0,0.6,1,90
1093,330,2,2015-09-01,0.75,0.9,210,30
1094,330,3,2016-09-01,0.333333333,0.9,210,30
1095,330,4,2017-11-01,0.33,0.9,210,30
1096,331,1,2014-09-01,0.2,0.6,1,90
1097,331,2,2015-09-01,0.8,0.9,210,30
1098,331,3,2016-09-01,0.75,0.9,210,30
1099,331,4,2017-11-01,0.33,0.9,210,30
1100,332,1,2014-09-01,0.5,0.6,1,90
1101,332,2,2015-09-01,0.166666667,0.9,210,30
1102,332,3,2016-09-01,0.666666667,0.9,210,30
1103,332,4,2017-11-01,0.33,0.9,210,30
1104,333,1,2014-09-01,0.6,0.6,1,90
1105,333,2,2015-09-01,0.833333333,0.9,210,30
1106,333,3,2016-09-01,0.833333333,0.9,210,30
1107,333,4,2017-11-01,0.33,0.9,210,30
1108,334,1,2014-09-01,0.0,0.6,1,90
1109,334,2,2015-09-01,0.0,0.9,210,30
1110,335,1,2014-09-01,0.75,0.6,1,90
1111,335,2,2015-09-01,0.666666667,0.9,210,30
1112,335,3,2016-09-01,0.25,0.9,210,30
1113,335,4,2017-11-01,0.33,0.9,210,30
1114,336,1,2014-09-01,0.857142857,0.6,1,90
1115,336,2,2015-09-01,0.7142857140000001,0.9,210,30
1116,336,3,2016-09-01,1.0,0.9,210,30
1117,336,4,2017-11-01,0.33,0.9,210,30
1118,337,1,2014-09-01,1.0,0.6,1,90
1119,337,2,2015-09-01,1.0,0.9,210,30
1120,337,3,2016-09-01,1.0,0.9,210,30
1121,337,4,2017-11-01,0.33,0.9,210,30
1122,338,1,2014-09-01,0.666666667,0.6,1,90
1123,338,2,2015-09-01,0.0,0.9,210,30
1124,338,3,2016-09-01,0.5,0.9,210,30
1125,338,4,2017-11-01,0.33,0.9,210,30
1126,339,1,2014-09-01,0.5,0.6,1,90
1127,339,2,2015-09-01,0.0,0.9,210,30
1128,339,3,2016-09-01,0.0,0.9,210,30
1129,339,4,2017-11-01,0.33,0.9,210,30
1130,340,1,2014-09-01,1.0,0.6,1,90
1131,340,2,2015-09-01,1.0,0.9,210,30
1132,340,3,2016-09-01,1.0,0.9,210,30
1133,340,4,2017-12-01,0.86,0.9,210,30
1134,341,1,2014-09-01,0.0,0.6,1,90
1135,341,2,2015-09-01,0.666666667,0.9,210,30
1136,341,3,2016-09-01,1.0,0.9,210,30
1137,341,4,2017-12-01,0.86,0.9,210,30
1138,342,1,2014-09-01,0.666666667,0.6,1,90
1139,342,2,2015-09-01,0.857142857,0.9,210,30
1140,342,3,2016-09-01,0.25,0.9,210,30
1141,342,4,2017-12-01,0.86,0.9,210,30
1142,343,1,2014-09-01,0.0,0.6,1,90
1143,343,2,2015-09-01,1.0,0.9,210,30
1144,343,3,2016-09-01,1.0,0.9,210,30
1145,343,4,2017-12-01,0.86,0.9,210,30
1146,344,1,2014-09-01,0.0,0.6,1,90
1147,344,2,2015-09-01,1.0,0.9,210,30
1148,344,3,2016-09-01,1.0,0.9,210,30
1149,344,4,2017-12-01,0.86,0.9,210,30
1150,345,1,2014-09-01,0.0,0.6,1,90
1151,345,2,2015-09-01,1.0,0.9,210,30
1152,345,3,2016-09-01,1.0,0.9,210,30
1153,345,4,2017-12-01,0.86,0.9,210,30
1154,346,1,2015-09-01,0.8,0.9,210,30
1155,348,1,2015-09-01,0.5,0.9,210,30
1156,348,2,2016-09-01,1.0,0.9,210,30
1157,348,3,2017-09-01,1.0,0.9,210,30
1158,349,1,2014-09-01,0.5,0.6,1,90
1159,349,2,2015-09-01,0.958333333,0.9,210,30
1160,349,3,2016-09-01,0.636363636,0.9,210,30
1161,349,4,2017-09-01,0.636363636,0.9,210,30
1162,350,1,2014-09-01,0.75862069,0.6,1,90
1163,350,2,2015-09-01,0.837209302,0.9,210,30
1164,350,3,2016-09-01,0.620689655,0.9,210,30
1165,350,4,2017-09-01,0.620689655,0.9,210,30
1166,351,1,2014-09-01,1.0,0.6,1,90
1167,351,2,2015-09-01,0.8,0.9,210,30
1168,351,3,2016-09-01,0.428571429,0.9,210,30
1169,351,4,2017-09-01,0.428571429,0.9,210,30
1170,352,1,2014-09-01,0.0,0.6,1,90
1171,352,2,2015-09-01,1.0,0.9,210,30
1172,352,3,2016-09-01,1.0,0.9,210,30
1173,352,4,2017-09-01,1.0,0.9,210,30
1174,353,1,2014-09-01,1.0,0.6,1,90
1175,353,2,2015-09-01,1.0,0.9,210,30
1176,353,3,2016-09-01,1.0,0.9,210,30
1177,353,4,2017-09-01,1.0,0.9,210,30
1178,354,1,2014-09-01,1.0,0.6,1,90
1179,354,2,2015-09-01,1.0,0.9,210,30
1180,354,3,2016-09-01,1.0,0.9,210,30
1181,354,4,2017-09-01,1.0,0.9,210,30
1182,355,1,2014-09-01,0.0,0.6,1,90
1183,355,2,2015-09-01,0.0,0.9,210,30
1184,355,3,2016-09-01,1.0,0.9,210,30
1185,355,4,2017-09-01,1.0,0.9,210,30
1186,356,1,2014-09-01,0.0,0.6,1,90
1187,356,2,2015-09-01,0.0,0.9,210,30
1188,356,3,2016-09-01,0.333333333,0.9,210,30
1189,356,4,2017-09-01,0.333333333,0.9,210,30
1190,357,1,2014-09-01,0.0,0.6,1,90
1191,357,2,2015-09-01,0.0,0.9,210,30
1192,357,3,2016-09-01,0.0,0.9,210,30
1193,357,4,2017-11-01,0.33,0.9,210,30
1194,358,1,2016-09-01,0.0,0.9,210,30
1195,358,2,2017-11-01,0.33,0.9,210,30
1196,359,1,2015-09-01,1.0,0.9,210,30
1197,359,2,2016-09-01,1.0,0.9,210,30
1198,359,3,2017-11-01,0.33,0.9,210,30
1199,360,1,2014-09-01,0.0,0.6,1,90
1200,360,2,2015-09-01,1.0,0.9,210,30
1201,360,3,2016-09-01,0.0,0.9,210,30
1202,360,4,2017-11-01,0.33,0.9,210,30
1203,361,1,2014-09-01,1.0,0.6,1,90
1204,361,2,2015-09-01,0.666666667,0.9,210,30
1205,361,3,2016-09-01,0.333333333,0.9,210,30
1206,361,4,2017-11-01,0.33,0.9,210,30
1207,362,1,2014-09-01,0.0,0.6,1,90
1208,362,2,2015-09-01,0.0,0.9,210,30
1209,363,1,2014-09-01,1.0,0.6,1,90
1210,363,2,2015-09-01,0.75,0.9,210,30
1211,363,3,2016-09-01,1.0,0.9,210,30
1212,363,4,2017-11-01,0.33,0.9,210,30
1213,364,1,2014-09-01,1.0,0.6,1,90
1214,364,2,2015-09-01,1.0,0.9,210,30
1215,364,3,2016-09-01,1.0,0.9,210,30
1216,364,4,2017-12-01,0.86,0.9,210,30
1217,365,1,2014-09-01,1.0,0.6,1,90
1218,365,2,2015-09-01,0.0,0.9,210,30
1219,365,3,2016-09-01,1.0,0.9,210,30
1220,365,4,2017-12-01,0.86,0.9,210,30
1221,366,1,2014-09-01,0.666666667,0.6,1,90
1222,366,2,2015-09-01,1.0,0.9,210,30
1223,366,3,2016-09-01,1.0,0.9,210,30
1224,366,4,2017-12-01,0.86,0.9,210,30
1225,367,1,2016-09-01,0.0,0.9,210,30
1226,367,2,2017-09-01,0.0,0.9,210,30
1227,368,1,2014-09-01,0.5,0.6,1,90
1228,368,2,2015-09-01,1.0,0.9,210,30
1229,368,3,2016-09-01,0.333333333,0.9,210,30
1230,368,4,2017-09-01,0.333333333,0.9,210,30
1231,369,1,2014-09-01,0.5,0.6,1,90
1232,369,2,2015-09-01,1.0,0.9,210,30
1233,369,3,2016-09-01,1.0,0.9,210,30
1234,369,4,2017-09-01,1.0,0.9,210,30
1235,371,1,2014-09-01,0.8666666670000001,0.6,1,90
1236,371,2,2015-09-01,1.0,0.9,210,30
1237,371,3,2016-09-01,0.8666666670000001,0.9,210,30
1238,371,4,2017-09-01,0.8666666670000001,0.9,210,30
1239,372,1,2014-09-01,0.5,0.6,1,90
1240,372,2,2015-09-01,1.0,0.9,210,30
1241,372,3,2016-09-01,0.8,0.9,210,30
1242,372,4,2017-09-01,0.8,0.9,210,30
1243,374,1,2015-09-01,1.0,0.9,210,30
1244,374,2,2016-09-01,1.0,0.9,210,30
1245,374,3,2017-09-01,1.0,0.9,210,30
1246,375,1,2015-09-01,1.0,0.9,210,30
1247,376,1,2016-09-01,0.0,0.9,210,30
1248,376,2,2017-09-01,0.0,0.9,210,30
1249,377,1,2014-09-01,0.0,0.6,1,90
1250,377,2,2015-09-01,0.0,0.9,210,30
1251,377,3,2016-09-01,1.0,0.9,210,30
1252,377,4,2017-11-01,0.33,0.9,210,30
1253,378,1,2015-09-01,0.0,0.9,210,30
1254,380,1,2015-09-01,0.0,0.9,210,30
1255,380,2,2016-09-01,0.8,0.9,210,30
1256,380,3,2017-11-01,0.33,0.9,210,30
1257,381,1,2014-09-01,0.5,0.6,1,90
1258,381,2,2015-09-01,1.0,0.9,210,30
1259,381,3,2016-09-01,1.0,0.9,210,30
1260,381,4,2017-11-01,0.33,0.9,210,30
1261,382,1,2014-09-01,1.0,0.6,1,90
1262,382,2,2015-09-01,1.0,0.9,210,30
1263,382,3,2016-09-01,1.0,0.9,210,30
1264,382,4,2017-11-01,0.33,0.9,210,30
1265,383,1,2014-09-01,0.75,0.6,1,90
1266,383,2,2015-09-01,0.75,0.9,210,30
1267,383,3,2016-09-01,1.0,0.9,210,30
1268,383,4,2017-11-01,0.33,0.9,210,30
1269,384,1,2014-09-01,0.166666667,0.6,1,90
1270,384,2,2015-09-01,0.833333333,0.9,210,30
1271,384,3,2016-09-01,1.0,0.9,210,30
1272,384,4,2017-11-01,0.33,0.9,210,30
1273,385,1,2014-09-01,1.0,0.6,1,90
1274,385,2,2015-09-01,1.0,0.9,210,30
1275,385,3,2016-09-01,1.0,0.9,210,30
1276,385,4,2017-11-01,0.33,0.9,210,30
1277,386,1,2016-09-01,0.0,0.9,210,30
1278,386,2,2017-09-01,0.0,0.9,210,30
1279,387,1,2014-09-01,0.5,0.6,1,90
1280,387,2,2015-09-01,0.5,0.9,210,30
1281,387,3,2016-09-01,0.666666667,0.9,210,30
1282,387,4,2017-09-01,0.666666667,0.9,210,30
1283,388,1,2014-09-01,0.0,0.6,1,90
1284,388,2,2015-09-01,0.0,0.9,210,30
1285,390,1,2014-09-01,0.0,0.6,1,90
1286,390,2,2015-09-01,0.666666667,0.9,210,30
1287,390,3,2016-09-01,0.0,0.9,210,30
1288,390,4,2017-11-01,0.33,0.9,210,30
1289,391,1,2014-09-01,0.0,0.6,1,90
1290,391,2,2015-09-01,0.0,0.9,210,30
1291,392,1,2014-09-01,0.428571429,0.6,1,90
1292,392,2,2015-09-01,0.6,0.9,210,30
1293,392,3,2016-09-01,0.7692307690000001,0.9,210,30
1294,392,4,2017-11-01,0.33,0.9,210,30
1295,393,1,2014-09-01,0.2,0.6,1,90
1296,393,2,2015-09-01,0.8,0.9,210,30
1297,393,3,2016-09-01,1.0,0.9,210,30
1298,393,4,2017-11-01,0.33,0.9,210,30
1299,394,1,2015-09-01,0.0,0.9,210,30
1300,394,2,2016-09-01,0.0,0.9,210,30
1301,394,3,2017-11-01,0.33,0.9,210,30
1302,395,1,2014-09-01,0.0,0.6,1,90
1303,395,2,2015-09-01,0.75,0.9,210,30
1304,395,3,2016-09-01,0.75,0.9,210,30
1305,395,4,2017-11-01,0.33,0.9,210,30
1306,396,1,2015-09-01,1.0,0.9,210,30
1307,396,2,2016-09-01,0.0,0.9,210,30
1308,396,3,2017-11-01,0.33,0.9,210,30
1309,397,1,2014-09-01,0.0,0.6,1,90
1310,397,2,2015-09-01,0.0,0.9,210,30
1311,397,3,2016-09-01,1.0,0.9,210,30
1312,397,4,2017-11-01,0.33,0.9,210,30
1313,398,1,2014-09-01,0.0,0.6,1,90
1314,398,2,2015-09-01,1.0,0.9,210,30
1315,398,3,2016-09-01,0.0,0.9,210,30
1316,398,4,2017-11-01,0.33,0.9,210,30
1317,399,1,2014-09-01,0.0,0.6,1,90
1318,399,2,2015-09-01,1.0,0.9,210,30
1319,399,3,2016-09-01,0.25,0.9,210,30
1320,399,4,2017-11-01,0.33,0.9,210,30
1321,400,1,2014-09-01,0.4,0.6,1,90
1322,400,2,2015-09-01,1.0,0.9,210,30
1323,400,3,2016-09-01,1.0,0.9,210,30
1324,400,4,2017-11-01,0.33,0.9,210,30
1325,401,1,2014-09-01,0.0,0.6,1,90
1326,401,2,2015-09-01,1.0,0.9,210,30
1327,401,3,2016-09-01,1.0,0.9,210,30
1328,401,4,2017-11-01,0.33,0.9,210,30
1329,402,1,2014-09-01,0.25,0.6,1,90
1330,402,2,2015-09-01,0.75,0.9,210,30
1331,402,3,2016-09-01,1.0,0.9,210,30
1332,402,4,2017-11-01,0.33,0.9,210,30
1333,403,1,2014-09-01,0.5,0.6,1,90
1334,403,2,2015-09-01,1.0,0.9,210,30
1335,403,3,2016-09-01,1.0,0.9,210,30
1336,403,4,2017-11-01,0.33,0.9,210,30
1337,404,1,2014-09-01,0.5,0.6,1,90
1338,404,2,2015-09-01,0.75,0.9,210,30
1339,404,3,2016-09-01,1.0,0.9,210,30
1340,404,4,2017-11-01,0.33,0.9,210,30
1341,405,1,2014-09-01,0.0,0.6,1,90
1342,405,2,2015-09-01,1.0,0.9,210,30
1343,405,3,2016-09-01,1.0,0.9,210,30
1344,405,4,2017-09-01,1.0,0.9,210,30
1345,408,1,2014-09-01,0.5,0.6,1,90
1346,408,2,2015-09-01,1.0,0.9,210,30
1347,408,3,2016-09-01,1.0,0.9,210,30
1348,408,4,2017-09-01,1.0,0.9,210,30
1349,409,1,2016-09-01,0.5,0.9,210,30
1350,409,2,2017-09-01,0.5,0.9,210,30
1351,410,1,2014-09-01,0.25,0.6,1,90
1352,410,2,2015-09-01,0.666666667,0.9,210,30
1353,410,3,2016-09-01,0.666666667,0.9,210,30
1354,410,4,2017-09-01,0.666666667,0.9,210,30
1355,412,1,2014-09-01,0.0,0.6,1,90
1356,412,2,2015-09-01,0.4,0.9,210,30
1357,412,3,2016-09-01,0.8,0.9,210,30
1358,412,4,2017-11-01,0.33,0.9,210,30
1359,413,1,2014-09-01,0.333333333,0.6,1,90
1360,413,2,2015-09-01,1.0,0.9,210,30
1361,413,3,2016-09-01,0.333333333,0.9,210,30
1362,413,4,2017-11-01,0.33,0.9,210,30
1363,414,1,2014-09-01,0.666666667,0.6,1,90
1364,414,2,2015-09-01,1.0,0.9,210,30
1365,414,3,2016-09-01,0.8888888890000001,0.9,210,30
1366,414,4,2017-11-01,0.33,0.9,210,30
1367,415,1,2014-09-01,0.0,0.6,1,90
1368,415,2,2015-09-01,1.0,0.9,210,30
1369,415,3,2016-09-01,0.0,0.9,210,30
1370,415,4,2017-11-01,0.33,0.9,210,30
1371,416,1,2014-09-01,0.5,0.6,1,90
1372,416,2,2015-09-01,0.5,0.9,210,30
1373,416,3,2016-09-01,0.666666667,0.9,210,30
1374,416,4,2017-11-01,0.33,0.9,210,30
1375,417,1,2014-09-01,0.0,0.6,1,90
1376,417,2,2015-09-01,1.0,0.9,210,30
1377,417,3,2016-09-01,0.333333333,0.9,210,30
1378,417,4,2017-11-01,0.33,0.9,210,30
1379,418,1,2014-09-01,0.0,0.6,1,90
1380,418,2,2015-09-01,1.0,0.9,210,30
1381,418,3,2016-09-01,0.0,0.9,210,30
1382,418,4,2017-11-01,0.33,0.9,210,30
1383,419,1,2014-09-01,0.0,0.6,1,90
1384,419,2,2015-09-01,0.75,0.9,210,30
1385,419,3,2016-09-01,0.2,0.9,210,30
1386,419,4,2017-11-01,0.33,0.9,210,30
1387,420,1,2014-09-01,0.0,0.6,1,90
1388,420,2,2015-09-01,0.0,0.9,210,30
1389,420,3,2016-09-01,1.0,0.9,210,30
1390,420,4,2017-11-01,0.33,0.9,210,30
1391,421,1,2014-09-01,0.0,0.6,1,90
1392,421,2,2015-09-01,0.666666667,0.9,210,30
1393,421,3,2016-09-01,1.0,0.9,210,30
1394,421,4,2017-11-01,0.33,0.9,210,30
1395,423,1,2016-09-01,1.0,0.9,210,30
1396,423,2,2017-09-01,1.0,0.9,210,30
1397,424,1,2014-09-01,0.0,0.6,1,90
1398,424,2,2015-09-01,0.0,0.9,210,30
1399,424,3,2016-09-01,1.0,0.9,210,30
1400,424,4,2017-09-01,1.0,0.9,210,30
1401,425,1,2015-09-01,0.0,0.9,210,30
1402,425,2,2016-09-01,1.0,0.9,210,30
1403,425,3,2017-09-01,1.0,0.9,210,30
1404,426,1,2014-09-01,0.0,0.6,1,90
1405,426,2,2015-09-01,0.0,0.9,210,30
1406,426,3,2016-09-01,0.5,0.9,210,30
1407,426,4,2017-09-01,0.5,0.9,210,30
1408,427,1,2014-09-01,0.0,0.6,1,90
1409,427,2,2015-09-01,0.0,0.9,210,30
1410,427,3,2016-09-01,1.0,0.9,210,30
1411,427,4,2017-09-01,1.0,0.9,210,30
1412,428,1,2014-09-01,0.666666667,0.6,1,90
1413,428,2,2015-09-01,1.0,0.9,210,30
1414,428,3,2016-09-01,0.666666667,0.9,210,30
1415,428,4,2017-09-01,0.666666667,0.9,210,30
1416,429,1,2014-09-01,0.4,0.6,1,90
1417,429,2,2015-09-01,0.9,0.9,210,30
1418,429,3,2016-09-01,0.6,0.9,210,30
1419,429,4,2017-09-01,0.6,0.9,210,30
1420,430,1,2014-09-01,0.4,0.6,1,90
1421,430,2,2015-09-01,1.0,0.9,210,30
1422,430,3,2016-09-01,0.8,0.9,210,30
1423,430,4,2017-09-01,0.8,0.9,210,30
1424,431,1,2014-09-01,1.0,0.6,1,90
1425,431,2,2015-09-01,0.222222222,0.9,210,30
1426,431,3,2016-09-01,1.0,0.9,210,30
1427,431,4,2017-09-01,1.0,0.9,210,30
1428,432,1,2014-09-01,0.0,0.6,1,90
1429,432,2,2015-09-01,0.666666667,0.9,210,30
1430,432,3,2016-09-01,0.666666667,0.9,210,30
1431,432,4,2017-11-01,0.33,0.9,210,30
1432,433,1,2014-09-01,0.0,0.6,1,90
1433,433,2,2015-09-01,0.5,0.9,210,30
1434,433,3,2016-09-01,0.0,0.9,210,30
1435,433,4,2017-11-01,0.33,0.9,210,30
1436,434,1,2014-09-01,0.8,0.6,1,90
1437,434,2,2015-09-01,1.0,0.9,210,30
1438,434,3,2016-09-01,0.5,0.9,210,30
1439,434,4,2017-11-01,0.33,0.9,210,30
1440,435,1,2014-09-01,0.25,0.6,1,90
1441,435,2,2015-09-01,0.875,0.9,210,30
1442,435,3,2016-09-01,0.75,0.9,210,30
1443,435,4,2017-11-01,0.33,0.9,210,30
1444,436,1,2014-09-01,0.636363636,0.6,1,90
1445,436,2,2015-09-01,0.8214285709999999,0.9,210,30
1446,436,3,2016-09-01,0.6,0.9,210,30
1447,436,4,2017-11-01,0.33,0.9,210,30
1448,437,1,2014-09-01,0.428571429,0.6,1,90
1449,437,2,2015-09-01,1.0,0.9,210,30
1450,437,3,2016-09-01,0.9,0.9,210,30
1451,437,4,2017-11-01,0.33,0.9,210,30
1452,438,1,2014-09-01,0.470588235,0.6,1,90
1453,438,2,2015-09-01,0.9411764709999999,0.9,210,30
1454,438,3,2016-09-01,0.647058824,0.9,210,30
1455,438,4,2017-11-01,0.33,0.9,210,30
1456,439,1,2014-09-01,0.35714285700000004,0.6,1,90
1457,439,2,2015-09-01,0.894736842,0.9,210,30
1458,439,3,2016-09-01,0.692307692,0.9,210,30
1459,439,4,2017-11-01,0.33,0.9,210,30
1460,440,1,2014-09-01,0.14285714300000002,0.6,1,90
1461,440,2,2015-09-01,1.0,0.9,210,30
1462,440,3,2016-09-01,0.666666667,0.9,210,30
1463,440,4,2017-11-01,0.33,0.9,210,30
1464,442,1,2014-09-01,0.0,0.6,1,90
1465,442,2,2015-09-01,1.0,0.9,210,30
1466,442,3,2016-09-01,1.0,0.9,210,30
1467,442,4,2017-11-01,0.33,0.9,210,30
1468,443,1,2014-09-01,1.0,0.6,1,90
1469,443,2,2015-09-01,1.0,0.9,210,30
1470,443,3,2016-09-01,0.0,0.9,210,30
1471,443,4,2017-11-01,0.33,0.9,210,30
1472,444,1,2014-09-01,0.333333333,0.6,1,90
1473,444,2,2015-09-01,0.857142857,0.9,210,30
1474,444,3,2016-09-01,1.0,0.9,210,30
1475,444,4,2017-11-01,0.33,0.9,210,30
1476,445,1,2014-09-01,0.25,0.6,1,90
1477,445,2,2015-09-01,0.8888888890000001,0.9,210,30
1478,445,3,2016-09-01,0.875,0.9,210,30
1479,445,4,2017-11-01,0.33,0.9,210,30
1480,446,1,2014-09-01,0.0,0.6,1,90
1481,446,2,2015-09-01,1.0,0.9,210,30
1482,446,3,2016-09-01,1.0,0.9,210,30
1483,446,4,2017-11-01,0.33,0.9,210,30
1484,447,1,2014-09-01,0.0,0.6,1,90
1485,447,2,2015-09-01,0.75,0.9,210,30
1486,447,3,2016-09-01,0.75,0.9,210,30
1487,447,4,2017-11-01,0.33,0.9,210,30
1488,448,1,2014-09-01,0.0,0.6,1,90
1489,448,2,2015-09-01,0.0,0.9,210,30
1490,448,3,2016-09-01,0.0,0.9,210,30
1491,448,4,2017-09-01,0.0,0.9,210,30
1492,449,1,2014-09-01,0.0,0.6,1,90
1493,449,2,2015-09-01,1.0,0.9,210,30
1494,449,3,2016-09-01,0.666666667,0.9,210,30
1495,449,4,2017-09-01,0.666666667,0.9,210,30
1496,451,1,2014-09-01,1.0,0.6,1,90
1497,451,2,2015-09-01,0.5,0.9,210,30
1498,451,3,2016-09-01,0.0,0.9,210,30
1499,451,4,2017-09-01,0.0,0.9,210,30
1500,452,1,2014-09-01,0.5,0.6,1,90
1501,452,2,2015-09-01,1.0,0.9,210,30
1502,452,3,2016-09-01,1.0,0.9,210,30
1503,452,4,2017-09-01,1.0,0.9,210,30
1504,453,1,2014-09-01,0.0,0.6,1,90
1505,453,2,2015-09-01,0.333333333,0.9,210,30
1506,453,3,2016-09-01,0.0,0.9,210,30
1507,453,4,2017-09-01,0.0,0.9,210,30
1508,454,1,2016-09-01,0.0,0.9,210,30
1509,454,2,2017-09-01,0.0,0.9,210,30
1510,455,1,2014-09-01,1.0,0.6,1,90
1511,455,2,2015-09-01,0.2,0.9,210,30
1512,455,3,2016-09-01,0.0,0.9,210,30
1513,455,4,2017-11-01,0.33,0.9,210,30
1514,456,1,2014-09-01,1.0,0.6,1,90
1515,456,2,2015-09-01,0.666666667,0.9,210,30
1516,456,3,2016-09-01,0.0,0.9,210,30
1517,456,4,2017-11-01,0.33,0.9,210,30
1518,458,1,2014-09-01,0.333333333,0.6,1,90
1519,458,2,2015-09-01,0.933333333,0.9,210,30
1520,458,3,2016-09-01,0.444444444,0.9,210,30
1521,458,4,2017-11-01,0.33,0.9,210,30
1522,459,1,2014-09-01,0.333333333,0.6,1,90
1523,459,2,2015-09-01,1.0,0.9,210,30
1524,459,3,2016-09-01,0.583333333,0.9,210,30
1525,459,4,2017-11-01,0.33,0.9,210,30
1526,460,1,2014-09-01,0.5555555560000001,0.6,1,90
1527,460,2,2015-09-01,1.0,0.9,210,30
1528,460,3,2016-09-01,0.666666667,0.9,210,30
1529,460,4,2017-11-01,0.33,0.9,210,30
1530,461,1,2014-09-01,1.0,0.6,1,90
1531,461,2,2015-09-01,1.0,0.9,210,30
1532,461,3,2016-09-01,1.0,0.9,210,30
1533,461,4,2017-11-01,0.33,0.9,210,30
1534,462,1,2014-09-01,0.5,0.6,1,90
1535,462,2,2015-09-01,1.0,0.9,210,30
1536,462,3,2016-09-01,0.5,0.9,210,30
1537,462,4,2017-11-01,0.33,0.9,210,30
1538,463,1,2014-09-01,1.0,0.6,1,90
1539,463,2,2015-09-01,1.0,0.9,210,30
1540,463,3,2016-09-01,0.5,0.9,210,30
1541,463,4,2017-11-01,0.33,0.9,210,30
1542,464,1,2014-09-01,0.8,0.6,1,90
1543,464,2,2015-09-01,0.9,0.9,210,30
1544,464,3,2016-09-01,0.75,0.9,210,30
1545,464,4,2017-11-01,0.33,0.9,210,30
1546,465,1,2014-09-01,1.0,0.6,1,90
1547,465,2,2015-09-01,1.0,0.9,210,30
1548,465,3,2016-09-01,1.0,0.9,210,30
1549,465,4,2017-11-01,0.33,0.9,210,30
1550,466,1,2014-09-01,1.0,0.6,1,90
1551,466,2,2015-09-01,1.0,0.9,210,30
1552,466,3,2016-09-01,0.25,0.9,210,30
1553,466,4,2017-11-01,0.33,0.9,210,30
1554,467,1,2014-09-01,0.14285714300000002,0.6,1,90
1555,467,2,2015-09-01,0.4,0.9,210,30
1556,467,3,2016-09-01,0.5,0.9,210,30
1557,467,4,2017-11-01,0.33,0.9,210,30
1558,468,1,2014-09-01,0.0,0.6,1,90
1559,468,2,2015-09-01,0.857142857,0.9,210,30
1560,468,3,2016-09-01,0.666666667,0.9,210,30
1561,468,4,2017-11-01,0.33,0.9,210,30
1562,469,1,2014-09-01,0.333333333,0.6,1,90
1563,469,2,2015-09-01,1.0,0.9,210,30
1564,469,3,2016-09-01,0.375,0.9,210,30
1565,469,4,2017-11-01,0.33,0.9,210,30
1566,470,1,2014-09-01,0.571428571,0.6,1,90
1567,470,2,2015-09-01,0.692307692,0.9,210,30
1568,470,3,2016-09-01,0.8888888890000001,0.9,210,30
1569,470,4,2017-11-01,0.33,0.9,210,30
1570,471,1,2014-09-01,0.14285714300000002,0.6,1,90
1571,471,2,2015-09-01,1.0,0.9,210,30
1572,471,3,2016-09-01,0.857142857,0.9,210,30
1573,471,4,2017-09-01,0.857142857,0.9,210,30
1574,472,1,2014-09-01,0.0,0.6,1,90
1575,472,2,2015-09-01,1.0,0.9,210,30
1576,472,3,2016-09-01,1.0,0.9,210,30
1577,472,4,2017-09-01,1.0,0.9,210,30
1578,473,1,2014-09-01,0.0,0.6,1,90
1579,473,2,2015-09-01,1.0,0.9,210,30
1580,473,3,2016-09-01,1.0,0.9,210,30
1581,473,4,2017-09-01,1.0,0.9,210,30
1582,474,1,2014-09-01,0.0,0.6,1,90
1583,474,2,2015-09-01,1.0,0.9,210,30
1584,474,3,2016-09-01,1.0,0.9,210,30
1585,474,4,2017-09-01,1.0,0.9,210,30
1586,475,1,2014-09-01,0.0,0.6,1,90
1587,475,2,2016-09-01,0.0,0.9,210,30
1588,475,3,2017-09-01,0.0,0.9,210,30
1589,476,1,2014-09-01,0.666666667,0.6,1,90
1590,476,2,2015-09-01,0.833333333,0.9,210,30
1591,476,3,2016-09-01,0.666666667,0.9,210,30
1592,476,4,2017-09-01,0.666666667,0.9,210,30
1593,477,1,2014-09-01,0.41666666700000005,0.6,1,90
1594,477,2,2015-09-01,0.846153846,0.9,210,30
1595,477,3,2016-09-01,0.75,0.9,210,30
1596,477,4,2017-09-01,0.75,0.9,210,30
1597,478,1,2014-09-01,0.0,0.6,1,90
1598,478,2,2015-09-01,1.0,0.9,210,30
1599,478,3,2016-09-01,0.0,0.9,210,30
1600,478,4,2017-09-01,0.0,0.9,210,30
1601,479,1,2015-09-01,0.7142857140000001,0.9,210,30
1602,479,2,2016-09-01,0.0,0.9,210,30
1603,479,3,2017-09-01,0.0,0.9,210,30
1604,480,1,2014-09-01,0.5,0.6,1,90
1605,480,2,2015-09-01,0.833333333,0.9,210,30
1606,480,3,2016-09-01,0.0,0.9,210,30
1607,480,4,2017-11-01,0.33,0.9,210,30
1608,481,1,2014-09-01,0.0,0.6,1,90
1609,481,2,2015-09-01,0.5,0.9,210,30
1610,481,3,2016-09-01,1.0,0.9,210,30
1611,481,4,2017-11-01,0.33,0.9,210,30
1612,482,1,2016-09-01,1.0,0.9,210,30
1613,482,2,2017-11-01,0.33,0.9,210,30
1614,483,1,2014-09-01,0.571428571,0.6,1,90
1615,483,2,2015-09-01,0.375,0.9,210,30
1616,483,3,2016-09-01,0.625,0.9,210,30
1617,483,4,2017-11-01,0.33,0.9,210,30
