,event,fulldate,cov_all,grid_cell
840,1,2015-11-19,0.472222222222222,224
841,2,2016-01-27,0.326388888888889,224
842,3,2016-12-07,0.5208333333333329,224
843,4,2017-01-25,0.375,224
844,1,2015-11-18,0.47619047619047605,225
845,2,2016-01-26,0.28571428571428603,225
846,3,2016-12-16,0.6190476190476191,225
847,4,2017-01-25,0.0,225
848,1,2015-11-19,1.0,226
849,2,2016-01-26,0.0,226
850,3,2016-12-07,0.0,226
851,4,2017-01-25,0.0,226
852,1,2015-11-19,0.35,227
853,2,2016-01-28,0.0,227
854,3,2016-12-08,0.325,227
855,4,2017-01-26,0.3,227
856,1,2015-11-25,0.0,228
857,2,2016-01-26,0.0,228
858,3,2016-12-09,0.2,228
859,4,2017-02-08,0.2,228
860,1,2015-11-18,0.5,230
861,2,2016-01-28,0.7,230
862,3,2016-12-12,0.8,230
863,4,2017-01-25,0.6,230
864,1,2015-11-18,1.0,231
865,2,2016-01-28,0.33333333333333304,231
866,3,2016-12-07,0.0,231
867,4,2017-01-25,0.0,231
868,1,2015-11-18,0.0,232
869,2,2016-01-26,0.0,232
870,3,2016-12-07,0.0,232
871,4,2017-01-24,0.0,232
872,1,2015-11-18,0.583333333333333,233
873,2,2016-01-28,0.166666666666667,233
874,3,2016-12-06,0.4166666666666671,233
875,4,2017-01-24,0.583333333333333,233
876,1,2015-11-18,0.0,234
877,2,2016-01-28,0.28571428571428603,234
878,3,2016-12-06,0.5714285714285711,234
879,4,2017-01-24,0.42857142857142894,234
880,1,2015-11-19,0.5,235
881,2,2016-01-27,0.45454545454545503,235
882,3,2016-12-07,0.590909090909091,235
883,4,2017-01-26,0.6363636363636359,235
884,1,2015-11-25,0.0,236
885,2,2016-01-26,0.0,236
886,3,2016-12-07,0.833333333333333,236
887,4,2017-01-25,0.833333333333333,236
888,1,2015-11-25,0.29032258064516103,237
889,2,2016-01-27,0.129032258064516,237
890,3,2016-12-07,0.67741935483871,237
891,4,2017-01-25,0.6129032258064521,237
892,1,2015-11-25,0.529411764705882,238
893,2,2016-01-26,0.3529411764705879,238
894,3,2016-12-07,0.47058823529411803,238
895,4,2017-02-01,0.47058823529411803,238
896,1,2015-11-19,1.0,239
897,2,2016-01-26,0.0,239
898,3,2016-12-07,0.0,239
899,4,2017-01-25,0.0,239
900,1,2015-11-19,0.5,240
901,2,2016-01-28,0.25,240
902,3,2016-12-08,0.5,240
903,4,2017-01-26,0.25,240
904,1,2015-11-19,0.833333333333333,241
905,2,2016-01-28,0.0,241
906,3,2016-12-08,0.166666666666667,241
907,4,2017-01-25,0.0,241
908,1,2015-11-19,0.4583333333333329,242
909,2,2016-01-28,0.0833333333333333,242
910,3,2016-12-08,0.4166666666666671,242
911,4,2017-01-26,0.29166666666666696,242
912,1,2015-11-18,0.3529411764705879,243
913,2,2016-01-27,0.17647058823529396,243
914,3,2016-12-08,0.588235294117647,243
915,4,2017-01-26,0.529411764705882,243
916,1,2015-11-18,0.43478260869565205,244
917,2,2016-01-27,0.21739130434782603,244
918,3,2016-12-08,0.304347826086957,244
919,4,2017-01-26,0.43478260869565205,244
920,1,2015-11-18,0.56,245
921,2,2016-01-27,0.48,245
922,3,2016-12-08,0.44,245
923,4,2017-01-26,0.48,245
924,1,2015-11-18,0.857142857142857,246
925,2,2016-01-27,0.7142857142857142,246
926,3,2016-12-08,0.5714285714285711,246
927,4,2017-01-26,0.5714285714285711,246
928,1,2015-11-18,0.0,247
929,2,2016-01-26,0.0,247
930,3,2016-12-08,0.0,247
931,4,2017-01-25,0.0,247
932,1,2015-11-18,0.375,248
933,2,2016-01-28,0.25,248
934,3,2016-12-08,0.125,248
935,4,2017-01-25,0.25,248
936,1,2015-11-18,0.33333333333333304,249
937,2,2016-01-26,0.33333333333333304,249
938,3,2016-12-07,0.0,249
939,4,2017-01-25,0.0,249
940,1,2015-11-18,1.0,250
941,2,2016-01-27,0.0,250
942,3,2016-12-10,1.0,250
943,4,2017-01-24,1.0,250
944,1,2015-11-18,0.23076923076923103,251
945,2,2016-01-26,0.0,251
946,3,2016-12-09,0.23076923076923103,251
947,4,2017-01-24,0.307692307692308,251
948,1,2015-11-18,0.7142857142857142,252
949,2,2016-01-28,0.28571428571428603,252
950,3,2016-12-07,0.5714285714285711,252
951,4,2017-01-24,0.42857142857142894,252
952,1,2015-11-18,0.64,253
953,2,2016-01-28,0.4,253
954,3,2016-12-07,0.4,253
955,4,2017-01-24,0.16,253
956,1,2015-11-20,0.4166666666666671,254
957,2,2016-01-27,0.25,254
958,3,2016-12-06,0.5,254
959,4,2017-01-24,0.208333333333333,254
960,1,2015-11-19,0.588235294117647,255
961,2,2016-01-28,0.17647058823529396,255
962,3,2016-12-07,0.0,255
963,4,2017-01-28,0.11764705882352902,255
964,1,2015-11-18,0.0,256
965,2,2016-01-26,0.0,256
966,3,2016-12-07,0.0,256
967,4,2017-02-06,1.0,256
968,1,2015-11-18,0.47945205479452097,257
969,2,2016-01-27,0.287671232876712,257
970,3,2016-12-08,0.438356164383562,257
971,4,2017-01-26,0.36986301369863006,257
972,1,2015-11-18,0.36363636363636404,258
973,2,2016-01-27,0.272727272727273,258
974,3,2016-12-08,0.545454545454545,258
975,4,2017-01-26,0.545454545454545,258
976,1,2015-11-20,0.6111111111111109,259
977,2,2016-01-27,0.6111111111111109,259
978,3,2016-12-08,0.444444444444444,259
979,4,2017-01-26,0.444444444444444,259
980,1,2015-11-26,0.5,260
981,2,2016-01-26,0.0,260
982,3,2016-12-09,0.5,260
983,4,2017-01-25,0.0,260
984,1,2015-11-20,0.47368421052631604,261
985,2,2016-01-26,0.0,261
986,3,2016-12-16,0.368421052631579,261
987,4,2017-02-07,0.421052631578947,261
988,1,2015-11-18,0.708333333333333,262
989,2,2016-02-02,0.0,262
990,3,2016-12-08,0.0,262
991,4,2017-02-07,0.666666666666667,262
992,1,2015-11-19,0.18181818181818202,263
993,2,2016-01-26,0.0,263
994,3,2016-12-08,0.6363636363636359,263
995,4,2017-02-07,0.6363636363636359,263
996,1,2015-11-20,0.384615384615385,264
997,2,2016-02-02,0.0769230769230769,264
998,3,2016-12-08,0.23076923076923103,264
999,4,2017-01-25,0.0,264
1000,1,2015-11-25,0.833333333333333,265
1001,2,2016-01-26,0.5,265
1002,3,2016-12-07,0.0,265
1003,4,2017-01-25,0.0,265
1004,1,2015-11-25,1.0,266
1005,2,2016-01-26,0.33333333333333304,266
1006,3,2016-12-07,0.0,266
1007,4,2017-01-24,0.0,266
1008,1,2015-11-25,0.46875,267
1009,2,2016-01-27,0.21875,267
1010,3,2016-12-08,0.4375,267
1011,4,2017-02-08,0.4375,267
1012,1,2015-11-19,0.615384615384615,268
1013,2,2016-02-04,0.23076923076923103,268
1014,3,2016-12-10,0.6923076923076921,268
1015,4,2017-01-24,0.153846153846154,268
1016,1,2015-11-18,1.0,269
1017,2,2016-01-28,0.5,269
1018,3,2016-12-16,0.5,269
1019,4,2017-01-24,0.0,269
1020,1,2015-11-20,0.11764705882352902,270
1021,2,2016-01-26,0.0,270
1022,3,2016-12-16,0.47058823529411803,270
1023,4,2017-01-24,0.23529411764705901,270
1024,1,2015-11-20,1.0,271
1025,2,2016-01-28,0.5,271
1026,3,2016-12-16,0.5,271
1027,4,2017-01-25,0.0,271
1028,1,2015-11-19,0.857142857142857,272
1029,2,2016-01-28,0.857142857142857,272
1030,3,2016-12-07,0.7142857142857142,272
1031,4,2017-01-26,0.857142857142857,272
1032,1,2015-11-27,1.0,273
1033,2,2016-01-26,0.0,273
1034,3,2016-12-07,0.0,273
1035,4,2017-01-25,0.0,273
1036,1,2015-11-19,0.5,274
1037,2,2016-01-26,0.0,274
1038,3,2016-12-07,0.0,274
1039,4,2017-01-26,0.45454545454545503,274
1040,1,2015-11-18,0.0,275
1041,2,2016-01-26,0.0,275
1042,3,2016-12-08,0.75,275
1043,4,2017-02-01,0.5,275
1044,1,2015-11-19,1.0,276
1045,2,2016-01-26,0.0,276
1046,3,2016-12-10,1.0,276
1047,4,2017-01-25,0.0,276
1048,1,2015-11-25,0.222222222222222,277
1049,2,2016-01-26,0.222222222222222,277
1050,3,2016-12-09,0.222222222222222,277
1051,4,2017-02-07,0.555555555555556,277
1052,1,2015-11-25,0.0,278
1053,2,2016-01-26,0.0,278
1054,3,2016-12-08,0.666666666666667,278
1055,4,2017-01-24,0.666666666666667,278
1056,1,2015-11-25,1.0,279
1057,2,2016-01-27,0.0,279
1058,3,2016-12-08,1.0,279
1059,4,2017-02-08,1.0,279
1060,1,2015-11-19,1.0,280
1061,2,2016-01-26,0.0,280
1062,3,2016-12-07,0.0,280
1063,4,2017-01-25,0.0,280
1064,1,2015-11-19,0.33333333333333304,281
1065,2,2016-01-26,0.0,281
1066,3,2016-12-11,0.33333333333333304,281
1067,4,2017-02-08,0.5,281
1068,1,2015-11-19,0.625,282
1069,2,2016-01-26,0.625,282
1070,3,2016-12-10,0.875,282
1071,4,2017-01-24,0.25,282
1072,1,2015-11-19,0.7727272727272729,283
1073,2,2016-01-28,0.0,283
1074,3,2016-12-06,0.0454545454545455,283
1075,4,2017-01-25,0.0,283
1076,1,2015-11-18,0.45,284
1077,2,2016-02-02,0.0,284
1078,3,2016-12-06,0.45,284
1079,4,2017-01-21,0.4,284
1080,1,2015-11-19,0.32142857142857106,285
1081,2,2016-01-27,0.214285714285714,285
1082,3,2016-12-07,0.5714285714285711,285
1083,4,2017-01-21,0.5,285
1084,1,2015-11-18,0.0,286
1085,2,2016-01-26,0.0,286
1086,3,2016-12-07,0.0,286
1087,4,2017-01-25,0.0,286
1088,1,2015-11-19,0.5,287
1089,2,2016-01-26,0.0,287
1090,3,2016-12-08,0.5625,287
1091,4,2017-02-01,0.34375,287
1092,1,2015-11-19,0.545454545454545,289
1093,2,2016-01-27,0.545454545454545,289
1094,3,2016-12-08,0.681818181818182,289
1095,4,2017-01-31,0.545454545454545,289
1096,1,2015-11-18,0.5,290
1097,2,2016-01-27,0.277777777777778,290
1098,3,2016-12-09,0.6111111111111109,290
1099,4,2017-01-25,0.0,290
1100,1,2015-11-18,0.3529411764705879,291
1101,2,2016-01-28,0.17647058823529396,291
1102,3,2016-12-08,0.0588235294117647,291
1103,4,2017-02-06,0.558823529411765,291
1104,1,2015-11-19,0.42307692307692296,292
1105,2,2016-01-30,0.5192307692307689,292
1106,3,2016-12-09,0.269230769230769,292
1107,4,2017-02-06,0.596153846153846,292
1108,1,2015-11-18,0.0,293
1109,2,2016-01-26,0.0,293
1110,3,2016-12-09,1.0,293
1111,4,2017-01-25,0.0,293
1112,1,2015-11-19,0.555555555555556,294
1113,2,2016-01-27,0.555555555555556,294
1114,3,2016-12-08,1.0,294
1115,4,2017-02-08,1.0,294
1116,1,2015-11-25,0.0909090909090909,295
1117,2,2016-01-27,0.6363636363636359,295
1118,3,2016-12-08,0.9090909090909091,295
1119,4,2017-02-07,0.818181818181818,295
1120,1,2015-11-18,0.0,296
1121,2,2016-01-26,0.0,296
1122,3,2016-12-07,0.0,296
1123,4,2017-01-24,0.0,296
1124,1,2015-11-20,0.5,297
1125,2,2016-02-02,0.0833333333333333,297
1126,3,2016-12-12,0.33333333333333304,297
1127,4,2017-01-24,0.166666666666667,297
1128,1,2015-11-18,1.0,298
1129,2,2016-01-26,0.0,298
1130,3,2016-12-07,0.0,298
1131,4,2017-01-25,0.0,298
1132,1,2015-11-19,0.206896551724138,299
1133,2,2016-01-28,0.172413793103448,299
1134,3,2016-12-07,0.413793103448276,299
1135,4,2017-01-21,0.172413793103448,299
1136,1,2015-11-18,0.0,300
1137,2,2016-01-26,0.0,300
1138,3,2016-12-08,0.11764705882352902,300
1139,4,2017-01-25,0.0,300
1140,1,2015-11-18,0.0,301
1141,2,2016-01-26,0.0,301
1142,3,2016-12-07,0.0,301
1143,4,2017-02-06,1.0,301
1144,1,2015-11-27,1.0,302
1145,2,2016-01-26,0.0,302
1146,3,2016-12-07,0.0,302
1147,4,2017-01-25,0.0,302
1148,1,2015-11-18,0.616438356164384,303
1149,2,2016-01-28,0.273972602739726,303
1150,3,2016-12-08,0.5205479452054791,303
1151,4,2017-01-28,0.342465753424658,303
1152,1,2015-11-19,0.45454545454545503,304
1153,2,2016-01-27,0.103896103896104,304
1154,3,2016-12-08,0.337662337662338,304
1155,4,2017-01-31,0.37662337662337697,304
1156,1,2015-11-19,0.2,305
1157,2,2016-01-27,0.0,305
1158,3,2016-12-08,0.8,305
1159,4,2017-01-31,0.6,305
1160,1,2015-11-19,0.655172413793103,306
1161,2,2016-01-27,0.448275862068966,306
1162,3,2016-12-08,0.517241379310345,306
1163,4,2017-01-31,0.655172413793103,306
1164,1,2015-11-19,0.33333333333333304,307
1165,2,2016-01-26,0.0,307
1166,3,2016-12-07,0.0,307
1167,4,2017-01-25,0.0,307
1168,1,2015-11-18,0.75,308
1169,2,2016-01-27,0.75,308
1170,3,2016-12-08,0.75,308
1171,4,2017-02-06,0.875,308
1172,1,2015-11-18,0.0338983050847458,309
1173,2,2016-01-28,0.0847457627118644,309
1174,3,2016-12-08,0.508474576271186,309
1175,4,2017-02-06,0.49152542372881397,309
1176,1,2015-11-18,1.0,310
1177,2,2016-01-26,0.0,310
1178,3,2016-12-07,0.0,310
1179,4,2017-01-25,0.0,310
1180,1,2015-11-18,0.6,311
1181,2,2016-01-27,1.0,311
1182,3,2016-12-09,1.0,311
1183,4,2017-02-06,1.0,311
1184,1,2015-11-18,0.666666666666667,312
1185,2,2016-01-27,0.5185185185185179,312
1186,3,2016-12-09,0.592592592592593,312
1187,4,2017-02-06,0.42592592592592604,312
1188,1,2015-11-19,0.45454545454545503,313
1189,2,2016-01-26,0.0,313
1190,3,2016-12-07,0.0,313
1191,4,2017-02-07,0.45454545454545503,313
1192,1,2015-11-18,0.586206896551724,314
1193,2,2016-01-26,0.206896551724138,314
1194,3,2016-12-08,0.482758620689655,314
1195,4,2017-02-07,0.37931034482758597,314
1196,1,2015-11-18,0.0,315
1197,2,2016-01-26,0.0,315
1198,3,2016-12-07,0.0,315
1199,4,2017-01-25,0.0,315
1200,1,2015-11-18,0.14285714285714302,316
1201,2,2016-01-26,0.28571428571428603,316
1202,3,2016-12-08,0.5714285714285711,316
1203,4,2017-02-02,0.42857142857142894,316
1204,1,2015-11-19,0.46153846153846206,317
1205,2,2016-01-27,0.153846153846154,317
1206,3,2016-12-12,0.46153846153846206,317
1207,4,2017-01-24,0.46153846153846206,317
1208,1,2015-11-18,0.42857142857142894,318
1209,2,2016-01-27,0.857142857142857,318
1210,3,2016-12-06,0.7142857142857142,318
1211,4,2017-01-20,0.5714285714285711,318
1212,1,2015-11-18,0.33333333333333304,319
1213,2,2016-02-02,0.25,319
1214,3,2016-12-06,0.5,319
1215,4,2017-01-20,0.583333333333333,319
1216,1,2015-11-18,0.4782608695652171,320
1217,2,2016-02-02,0.260869565217391,320
1218,3,2016-12-06,0.565217391304348,320
1219,4,2017-01-20,0.4782608695652171,320
1220,1,2015-11-18,0.47368421052631604,321
1221,2,2016-01-27,0.263157894736842,321
1222,3,2016-12-06,0.578947368421053,321
1223,4,2017-01-20,0.578947368421053,321
1224,1,2015-11-18,0.5625,322
1225,2,2016-01-27,0.4583333333333329,322
1226,3,2016-12-06,0.583333333333333,322
1227,4,2017-01-20,0.5,322
1228,1,2015-11-18,0.608695652173913,323
1229,2,2016-01-27,0.39130434782608703,323
1230,3,2016-12-07,0.43478260869565205,323
1231,4,2017-01-20,0.34782608695652195,323
1232,1,2015-11-25,0.33333333333333304,324
1233,2,2016-01-27,0.25,324
1234,3,2016-12-16,0.0833333333333333,324
1235,4,2017-01-21,0.0833333333333333,324
1236,1,2015-11-18,0.0,325
1237,2,2016-01-26,0.0,325
1238,3,2016-12-07,0.0,325
1239,4,2017-02-06,0.5,325
1240,1,2015-11-18,1.0,326
1241,2,2016-01-26,0.0,326
1242,3,2016-12-07,0.0,326
1243,4,2017-01-25,0.0,326
1244,1,2015-11-19,0.21739130434782603,327
1245,2,2016-01-27,0.17391304347826098,327
1246,3,2016-12-08,0.43478260869565205,327
1247,4,2017-01-28,0.17391304347826098,327
1248,1,2015-11-19,0.5,328
1249,2,2016-01-26,0.0,328
1250,3,2016-12-07,0.0,328
1251,4,2017-01-31,0.25,328
1252,1,2015-11-18,0.25,329
1253,2,2016-01-26,0.0,329
1254,3,2016-12-08,0.25,329
1255,4,2017-02-07,0.5,329
1256,1,2015-11-19,0.75,330
1257,2,2016-02-04,0.666666666666667,330
1258,3,2016-12-14,0.625,330
1259,4,2017-02-07,0.375,330
1260,1,2015-11-20,0.42857142857142894,331
1261,2,2016-01-28,0.5,331
1262,3,2016-12-20,0.3571428571428571,331
1263,4,2017-02-07,0.42857142857142894,331
1264,1,2015-11-18,0.432432432432432,332
1265,2,2016-01-27,0.459459459459459,332
1266,3,2016-12-08,0.621621621621622,332
1267,4,2017-02-06,0.40540540540540504,332
1268,1,2015-11-18,0.4166666666666671,333
1269,2,2016-01-27,0.277777777777778,333
1270,3,2016-12-09,0.472222222222222,333
1271,4,2017-02-06,0.4166666666666671,333
1272,1,2015-11-25,0.5714285714285711,334
1273,2,2016-01-26,0.0,334
1274,3,2016-12-07,0.0,334
1275,4,2017-01-25,0.0,334
1276,1,2015-11-19,0.0540540540540541,335
1277,2,2016-01-27,0.297297297297297,335
1278,3,2016-12-08,0.5135135135135129,335
1279,4,2017-02-07,0.378378378378378,335
1280,1,2015-11-18,0.5692307692307691,336
1281,2,2016-01-27,0.29230769230769205,336
1282,3,2016-12-08,0.430769230769231,336
1283,4,2017-02-02,0.446153846153846,336
1284,1,2015-11-25,0.6923076923076921,337
1285,2,2016-01-27,0.538461538461538,337
1286,3,2016-12-09,0.538461538461538,337
1287,4,2017-02-09,0.46153846153846206,337
1288,1,2015-11-19,0.375,338
1289,2,2016-01-26,0.0,338
1290,3,2016-12-08,0.4375,338
1291,4,2017-02-02,0.3125,338
1292,1,2015-11-19,0.272727272727273,339
1293,2,2016-01-26,0.0,339
1294,3,2016-12-07,0.0,339
1295,4,2017-01-24,0.272727272727273,339
1296,1,2015-11-18,0.5625,340
1297,2,2016-01-27,0.75,340
1298,3,2016-12-06,0.5625,340
1299,4,2017-01-20,0.6875,340
1300,1,2015-11-18,0.6875,341
1301,2,2016-01-27,0.625,341
1302,3,2016-12-06,0.9375,341
1303,4,2017-01-20,0.875,341
1304,1,2015-11-18,0.323529411764706,342
1305,2,2016-02-02,0.0294117647058824,342
1306,3,2016-12-06,0.264705882352941,342
1307,4,2017-01-20,0.5,342
1308,1,2015-11-18,0.5714285714285711,343
1309,2,2016-01-27,0.857142857142857,343
1310,3,2016-12-06,1.0,343
1311,4,2017-01-20,0.7142857142857142,343
1312,1,2015-11-18,0.3571428571428571,344
1313,2,2016-01-27,0.14285714285714302,344
1314,3,2016-12-07,0.14285714285714302,344
1315,4,2017-01-20,0.5714285714285711,344
1316,1,2015-11-20,0.5,345
1317,2,2016-01-27,0.0,345
1318,3,2016-12-07,0.0,345
1319,4,2017-01-25,0.0,345
1320,1,2015-11-18,0.833333333333333,346
1321,2,2016-01-26,0.0,346
1322,3,2016-12-07,0.0,346
1323,4,2017-01-25,0.0,346
1324,1,2015-11-18,0.421052631578947,348
1325,2,2016-01-26,0.0,348
1326,3,2016-12-08,0.157894736842105,348
1327,4,2017-01-26,0.21052631578947398,348
1328,1,2015-11-18,0.5046728971962621,349
1329,2,2016-01-27,0.14018691588785,349
1330,3,2016-12-08,0.17757009345794397,349
1331,4,2017-01-26,0.23364485981308397,349
1332,1,2015-11-18,0.4867724867724871,350
1333,2,2016-01-28,0.25925925925925897,350
1334,3,2016-12-08,0.37566137566137603,350
1335,4,2017-01-26,0.47619047619047605,350
1336,1,2015-11-18,0.4166666666666671,351
1337,2,2016-01-28,0.222222222222222,351
1338,3,2016-12-08,0.527777777777778,351
1339,4,2017-01-26,0.444444444444444,351
1340,1,2015-11-19,0.46666666666666706,352
1341,2,2016-01-27,0.133333333333333,352
1342,3,2016-12-08,0.6,352
1343,4,2017-01-28,0.6,352
1344,1,2015-11-20,0.222222222222222,353
1345,2,2016-01-28,0.111111111111111,353
1346,3,2016-12-08,0.222222222222222,353
1347,4,2017-01-28,0.555555555555556,353
1348,1,2015-11-19,0.7272727272727271,354
1349,2,2016-01-26,0.6363636363636359,354
1350,3,2016-12-09,0.818181818181818,354
1351,4,2017-01-31,0.7272727272727271,354
1352,1,2015-11-19,0.7391304347826091,355
1353,2,2016-01-26,0.0,355
1354,3,2016-12-08,0.39130434782608703,355
1355,4,2017-02-07,0.304347826086957,355
1356,1,2015-11-26,0.0714285714285714,356
1357,2,2016-01-26,0.0,356
1358,3,2016-12-08,0.214285714285714,356
1359,4,2017-02-07,0.0714285714285714,356
1360,1,2015-11-18,0.111111111111111,357
1361,2,2016-01-26,0.0,357
1362,3,2016-12-14,0.111111111111111,357
1363,4,2017-01-25,0.0,357
1364,1,2015-11-18,0.0,358
1365,2,2016-01-26,0.0,358
1366,3,2016-12-09,1.0,358
1367,4,2017-02-07,1.0,358
1368,1,2015-11-18,0.14285714285714302,359
1369,2,2016-01-26,0.0,359
1370,3,2016-12-16,0.214285714285714,359
1371,4,2017-02-08,0.28571428571428603,359
1372,1,2015-11-18,0.444444444444444,360
1373,2,2016-01-27,0.666666666666667,360
1374,3,2016-12-07,0.0,360
1375,4,2017-02-02,0.33333333333333304,360
1376,1,2015-11-25,0.3666666666666671,361
1377,2,2016-02-04,0.0666666666666667,361
1378,3,2016-12-08,0.166666666666667,361
1379,4,2017-02-02,0.5333333333333329,361
1380,1,2015-11-19,0.7142857142857142,362
1381,2,2016-01-26,0.0,362
1382,3,2016-12-08,0.14285714285714302,362
1383,4,2017-01-25,0.0,362
1384,1,2015-11-19,0.444444444444444,363
1385,2,2016-01-26,0.5,363
1386,3,2016-12-10,0.666666666666667,363
1387,4,2017-01-21,0.277777777777778,363
1388,1,2015-11-18,0.42857142857142894,364
1389,2,2016-01-30,0.28571428571428603,364
1390,3,2016-12-06,0.5714285714285711,364
1391,4,2017-01-21,0.5714285714285711,364
1392,1,2015-11-18,0.33333333333333304,365
1393,2,2016-02-02,0.0,365
1394,3,2016-12-16,0.33333333333333304,365
1395,4,2017-01-25,0.0,365
1396,1,2015-11-18,0.444444444444444,366
1397,2,2016-01-27,0.25925925925925897,366
1398,3,2016-12-07,0.7407407407407409,366
1399,4,2017-01-20,0.666666666666667,366
1400,1,2015-11-18,0.0,367
1401,2,2016-01-26,0.0,367
1402,3,2016-12-07,0.0,367
1403,4,2017-02-02,1.0,367
1404,1,2015-11-18,0.555555555555556,368
1405,2,2016-01-26,0.148148148148148,368
1406,3,2016-12-08,0.25925925925925897,368
1407,4,2017-02-09,0.25925925925925897,368
1408,1,2015-11-18,0.266666666666667,369
1409,2,2016-01-26,0.33333333333333304,369
1410,3,2016-12-08,0.8,369
1411,4,2017-02-09,0.33333333333333304,369
1412,1,2015-11-18,0.5428571428571429,371
1413,2,2016-01-27,0.271428571428571,371
1414,3,2016-12-08,0.38571428571428606,371
1415,4,2017-01-26,0.34285714285714297,371
1416,1,2015-11-18,0.45161290322580605,372
1417,2,2016-01-27,0.161290322580645,372
1418,3,2016-12-08,0.548387096774194,372
1419,4,2017-01-26,0.22580645161290303,372
1420,1,2015-11-18,0.0,374
1421,2,2016-01-26,0.0,374
1422,3,2016-12-08,0.625,374
1423,4,2017-01-28,0.875,374
1424,1,2015-11-19,1.0,375
1425,2,2016-01-26,0.0,375
1426,3,2016-12-07,0.0,375
1427,4,2017-01-25,0.0,375
1428,1,2015-11-18,0.0,376
1429,2,2016-01-26,0.0,376
1430,3,2016-12-08,1.0,376
1431,4,2017-02-07,0.0,376
1432,1,2015-11-25,0.0,377
1433,2,2016-01-26,0.0,377
1434,3,2016-12-09,0.0,377
1435,4,2017-01-25,0.0,377
1436,1,2015-11-25,1.0,378
1437,2,2016-01-26,0.0,378
1438,3,2016-12-07,0.0,378
1439,4,2017-01-25,0.0,378
1440,1,2015-11-18,0.0,380
1441,2,2016-01-26,0.0,380
1442,3,2016-12-16,0.76271186440678,380
1443,4,2017-02-09,0.305084745762712,380
1444,1,2015-11-18,0.282051282051282,381
1445,2,2016-01-27,0.46153846153846206,381
1446,3,2016-12-08,0.615384615384615,381
1447,4,2017-02-07,0.307692307692308,381
1448,1,2015-11-25,0.588235294117647,382
1449,2,2016-01-26,0.0588235294117647,382
1450,3,2016-12-12,0.823529411764706,382
1451,4,2017-01-26,0.11764705882352902,382
1452,1,2015-11-19,0.35,383
1453,2,2016-01-28,0.4,383
1454,3,2016-12-10,0.55,383
1455,4,2017-01-30,0.2,383
1456,1,2015-11-19,0.52,384
1457,2,2016-02-04,0.32,384
1458,3,2016-12-10,0.6,384
1459,4,2017-01-26,0.32,384
1460,1,2015-11-19,0.297297297297297,385
1461,2,2016-02-04,0.297297297297297,385
1462,3,2016-12-07,0.594594594594595,385
1463,4,2017-01-21,0.675675675675676,385
1464,1,2015-11-18,0.0,386
1465,2,2016-01-26,0.0,386
1466,3,2016-12-07,0.0,386
1467,4,2017-01-28,0.75,386
1468,1,2015-11-18,0.6,387
1469,2,2016-01-27,0.0,387
1470,3,2016-12-08,0.6,387
1471,4,2017-02-09,0.2,387
1472,1,2015-11-18,0.0,388
1473,2,2016-01-26,0.0,388
1474,3,2016-12-07,0.0,388
1475,4,2017-01-25,0.0,388
1480,1,2015-11-19,0.444444444444444,390
1481,2,2016-01-26,0.111111111111111,390
1482,3,2016-12-09,0.555555555555556,390
1483,4,2017-02-06,0.444444444444444,390
1484,1,2015-11-18,0.0,391
1485,2,2016-01-26,0.0,391
1486,3,2016-12-07,0.0,391
1487,4,2017-01-25,0.0,391
1488,1,2015-11-19,0.3125,392
1489,2,2016-01-27,0.21875,392
1490,3,2016-12-10,0.34375,392
1491,4,2017-02-06,0.5104166666666671,392
1492,1,2015-11-19,0.48148148148148107,393
1493,2,2016-01-27,0.185185185185185,393
1494,3,2016-12-09,0.33333333333333304,393
1495,4,2017-02-06,0.48148148148148107,393
1496,1,2015-11-18,1.0,394
1497,2,2016-01-26,0.0,394
1498,3,2016-12-07,0.0,394
1499,4,2017-01-25,0.0,394
1500,1,2015-11-19,0.2,395
1501,2,2016-01-27,0.48571428571428604,395
1502,3,2016-12-08,0.5428571428571429,395
1503,4,2017-02-06,0.6857142857142859,395
1504,1,2015-11-18,0.0,396
1505,2,2016-01-26,0.0,396
1506,3,2016-12-07,0.0,396
1507,4,2017-02-07,1.0,396
1508,1,2015-11-18,1.0,397
1509,2,2016-01-26,0.0,397
1510,3,2016-12-10,1.0,397
1511,4,2017-01-25,0.0,397
1512,1,2015-11-18,0.5,398
1513,2,2016-01-28,0.4375,398
1514,3,2016-12-08,0.5625,398
1515,4,2017-02-06,0.6875,398
1516,1,2015-11-18,0.424242424242424,399
1517,2,2016-01-28,0.6363636363636359,399
1518,3,2016-12-09,0.303030303030303,399
1519,4,2017-02-06,0.6363636363636359,399
1520,1,2015-11-12,0.5,400
1521,2,2016-01-20,0.02,400
1522,3,2016-12-07,0.36,400
1523,4,2017-01-30,0.18,400
1524,1,2015-11-25,0.23076923076923103,401
1525,2,2016-01-26,0.0,401
1526,3,2016-12-07,0.615384615384615,401
1527,4,2017-01-30,0.23076923076923103,401
1528,1,2015-11-19,0.588235294117647,402
1529,2,2016-01-28,0.411764705882353,402
1530,3,2016-12-10,0.294117647058824,402
1531,4,2017-01-26,0.23529411764705901,402
1532,1,2015-11-19,0.33333333333333304,403
1533,2,2016-01-28,0.62962962962963,403
1534,3,2016-12-10,0.592592592592593,403
1535,4,2017-01-30,0.25925925925925897,403
1536,1,2015-11-11,0.580645161290323,404
1537,2,2016-02-04,0.22580645161290303,404
1538,3,2016-12-17,0.129032258064516,404
